Chrom	Strt	End	Naine	Novaria	Naine/Naine	Novaria/Naine
NW_008991814.1	200001	237919	6	4	3.0	2.014



































NW_008991815.1	1	100000	10	5	3.0	1.511
NW_008991815.1	100001	200000	4	6	3.0	4.532
NW_008991815.1	200001	235775	0	0	.	.



































NW_008991816.1	1	100000	85	86	3.0	3.057
NW_008991816.1	100001	200000	132	101	3.0	2.312
NW_008991816.1	200001	232791	30	22	3.0	2.216



































NW_008991817.1	1	100000	41	37	3.0	2.727
NW_008991817.1	100001	200000	103	111	3.0	3.256
NW_008991817.1	200001	232237	26	24	3.0	2.789



































NW_008991818.1	1	100000	55	40	3.0	2.197
NW_008991818.1	100001	200000	0	0	.	.
NW_008991818.1	200001	230545	10	12	3.0	3.626



































NW_008991819.1	1	100000	24	31	3.0	3.903
NW_008991819.1	100001	200000	3	1	3.0	1.007
NW_008991819.1	200001	227748	0	1	.	.



































NW_008991820.1	1	100000	67	85	3.0	3.833
NW_008991820.1	100001	200000	25	15	3.0	1.813
NW_008991820.1	200001	227491	52	66	3.0	3.835



































NW_008991821.1	1	100000	1	2	3.0	6.043
NW_008991821.1	100001	200000	33	52	3.0	4.761
NW_008991821.1	200001	223353	6	10	3.0	5.036



































NW_008991822.1	1	100000	12	7	3.0	1.763
NW_008991822.1	100001	200000	47	34	3.0	2.186
NW_008991822.1	200001	223036	3	1	3.0	1.007



































NW_008991823.1	1	100000	89	83	3.0	2.818
NW_008991823.1	100001	200000	83	79	3.0	2.876
NW_008991823.1	200001	222880	10	14	3.0	4.23



































NW_008991824.1	1	100000	13	2	3.0	0.465
NW_008991824.1	100001	200000	15	17	3.0	3.424
NW_008991824.1	200001	221844	5	10	3.0	6.043



































NW_008991825.1	1	100000	0	3	.	.
NW_008991825.1	100001	200000	0	0	.	.
NW_008991825.1	200001	221594	0	0	.	.



































NW_008991826.1	1	100000	0	0	.	.
NW_008991826.1	100001	200000	3	5	3.0	5.036
NW_008991826.1	200001	219937	1	0	3.0	0.0



































NW_008991827.1	1	100000	11	17	3.0	4.67
NW_008991827.1	100001	200000	36	38	3.0	3.189
NW_008991827.1	200001	217359	10	9	3.0	2.719



































NW_008991828.1	1	100000	22	26	3.0	3.571
NW_008991828.1	100001	200000	0	0	.	.
NW_008991828.1	200001	217317	1	0	3.0	0.0



































NW_008991829.1	1	100000	843	1211	3.0	4.341
NW_008991829.1	100001	200000	534	633	3.0	3.582
NW_008991829.1	200001	211126	24	9	3.0	1.133



































NW_008991830.1	1	100000	0	1	.	.
NW_008991830.1	100001	200000	1	0	3.0	0.0
NW_008991830.1	200001	208622	0	0	.	.



































NW_008991831.1	1	100000	8	12	3.0	4.532
NW_008991831.1	100001	200000	53	37	3.0	2.109
NW_008991831.1	200001	206967	5	3	3.0	1.813



































NW_008991832.1	1	100000	81	61	3.0	2.275
NW_008991832.1	100001	200000	20	17	3.0	2.568
NW_008991832.1	200001	206291	0	0	.	.



































NW_008991833.1	1	100000	119	145	3.0	3.682
NW_008991833.1	100001	200000	69	57	3.0	2.496
NW_008991833.1	200001	205716	0	0	.	.



































NW_008991834.1	1	100000	0	2	.	.
NW_008991834.1	100001	200000	52	67	3.0	3.893
NW_008991834.1	200001	205461	0	0	.	.



































NW_008991835.1	1	100000	39	25	3.0	1.937
NW_008991835.1	100001	195862	2	3	3.0	4.532



































NW_008991836.1	1	100000	50	53	3.0	3.203
NW_008991836.1	100001	195701	25	24	3.0	2.901



































NW_008991837.1	1	100000	0	0	.	.
NW_008991837.1	100001	195692	0	0	.	.



































NW_008991838.1	1	100000	17	19	3.0	3.377
NW_008991838.1	100001	194516	0	0	.	.



































NW_008991839.1	1	100000	27	22	3.0	2.462
NW_008991839.1	100001	191115	6	3	3.0	1.511



































NW_008991840.1	1	100000	37	24	3.0	1.96
NW_008991840.1	100001	191042	0	0	.	.



































NW_008991841.1	1	100000	21	20	3.0	2.878
NW_008991841.1	100001	189660	26	17	3.0	1.976



































NW_008991842.1	1	100000	0	1	.	.
NW_008991842.1	100001	186809	40	25	3.0	1.888



































NW_008991843.1	1	100000	0	0	.	.
NW_008991843.1	100001	186174	0	1	.	.



































NW_008991844.1	1	100000	34	42	3.0	3.732
NW_008991844.1	100001	183360	34	15	3.0	1.333



































NW_008991845.1	1	100000	8	4	3.0	1.511
NW_008991845.1	100001	183001	9	6	3.0	2.014



































NW_008991846.1	1	100000	8	10	3.0	3.777
NW_008991846.1	100001	182867	8	9	3.0	3.399



































NW_008991847.1	1	100000	0	0	.	.
NW_008991847.1	100001	180867	0	0	.	.



































NW_008991848.1	1	100000	9	14	3.0	4.7
NW_008991848.1	100001	180532	11	8	3.0	2.197



































NW_008991849.1	1	100000	278	380	3.0	4.13
NW_008991849.1	100001	180402	255	433	3.0	5.131



































NW_008991850.1	1	100000	1	2	3.0	6.043
NW_008991850.1	100001	178542	23	21	3.0	2.759



































NW_008991851.1	1	100000	8	10	3.0	3.777
NW_008991851.1	100001	177765	0	0	.	.



































NW_008991852.1	1	100000	81	73	3.0	2.723
NW_008991852.1	100001	176139	28	30	3.0	3.237



































NW_008991853.1	1	100000	1	1	3.0	3.022
NW_008991853.1	100001	175187	0	0	.	.



































NW_008991854.1	1	100000	1	0	3.0	0.0
NW_008991854.1	100001	173094	0	1	.	.



































NW_008991855.1	1	100000	715	857	3.0	3.622
NW_008991855.1	100001	172696	378	473	3.0	3.781



































NW_008991856.1	1	100000	57	79	3.0	4.188
NW_008991856.1	100001	171037	0	0	.	.



































NW_008991857.1	1	100000	8	7	3.0	2.644
NW_008991857.1	100001	170867	0	0	.	.



































NW_008991858.1	1	100000	4	0	3.0	0.0
NW_008991858.1	100001	170809	0	1	.	.



































NW_008991859.1	1	100000	37	26	3.0	2.123
NW_008991859.1	100001	170470	0	0	.	.



































NW_008991860.1	1	100000	0	0	.	.
NW_008991860.1	100001	168860	0	0	.	.



































NW_008991861.1	1	100000	0	0	.	.
NW_008991861.1	100001	167187	41	49	3.0	3.611



































NW_008991862.1	1	100000	1	0	3.0	0.0
NW_008991862.1	100001	166165	0	0	.	.



































NW_008991863.1	1	100000	0	0	.	.
NW_008991863.1	100001	166151	1	0	3.0	0.0



































NW_008991864.1	1	100000	43	47	3.0	3.303
NW_008991864.1	100001	165916	64	56	3.0	2.644



































NW_008991865.1	1	100000	69	58	3.0	2.54
NW_008991865.1	100001	165766	22	17	3.0	2.335



































NW_008991866.1	1	100000	15	3	3.0	0.604
NW_008991866.1	100001	164348	0	0	.	.



































NW_008991867.1	1	100000	66	44	3.0	2.014
NW_008991867.1	100001	164239	13	13	3.0	3.022



































NW_008991868.1	1	100000	0	0	.	.
NW_008991868.1	100001	164088	0	0	.	.



































NW_008991869.1	1	100000	0	0	.	.
NW_008991869.1	100001	163826	0	0	.	.



































NW_008991870.1	1	100000	57	30	3.0	1.59
NW_008991870.1	100001	163761	65	46	3.0	2.138



































NW_008991871.1	1	100000	15	16	3.0	3.223
NW_008991871.1	100001	162600	24	16	3.0	2.014



































NW_008991872.1	1	100000	0	0	.	.
NW_008991872.1	100001	161785	4	4	3.0	3.022



































NW_008991873.1	1	100000	15	22	3.0	4.432
NW_008991873.1	100001	161600	0	1	.	.



































NW_008991874.1	1	100000	0	0	.	.
NW_008991874.1	100001	160403	6	12	3.0	6.043



































NW_008991875.1	1	100000	7	11	3.0	4.748
NW_008991875.1	100001	158880	40	42	3.0	3.173



































NW_008991876.1	1	100000	50	46	3.0	2.78
NW_008991876.1	100001	158621	57	52	3.0	2.756



































NW_008991877.1	1	100000	59	59	3.0	3.022
NW_008991877.1	100001	157455	18	13	3.0	2.182



































NW_008991878.1	1	100000	0	0	.	.
NW_008991878.1	100001	155292	0	0	.	.



































NW_008991879.1	1	100000	87	84	3.0	2.917
NW_008991879.1	100001	153987	15	14	3.0	2.82



































NW_008991880.1	1	100000	408	483	3.0	3.577
NW_008991880.1	100001	152872	170	117	3.0	2.08



































NW_008991881.1	1	3563	0	0	.	.



































NW_008991882.1	1	3562	0	0	.	.



































NW_008991883.1	1	3562	0	0	.	.



































NW_008991884.1	1	3562	0	0	.	.



































NW_008991885.1	1	3562	0	0	.	.



































NW_008991886.1	1	3561	0	0	.	.



































NW_008991887.1	1	3561	0	0	.	.



































NW_008991888.1	1	3558	0	0	.	.



































NW_008991889.1	1	3557	0	0	.	.



































NW_008991890.1	1	3556	0	0	.	.



































NW_008991891.1	1	3554	0	0	.	.



































NW_008991892.1	1	3554	1	0	3.0	0.0



































NW_008991893.1	1	3554	0	0	.	.



































NW_008991894.1	1	3553	0	0	.	.



































NW_008991895.1	1	3553	0	0	.	.



































NW_008991896.1	1	3552	0	0	.	.



































NW_008991897.1	1	3552	0	0	.	.



































NW_008991898.1	1	3551	0	0	.	.



































NW_008991899.1	1	3550	0	0	.	.



































NW_008991900.1	1	3549	0	0	.	.



































NW_008991901.1	1	3547	0	0	.	.



































NW_008991902.1	1	3546	0	0	.	.



































NW_008991903.1	1	3546	0	0	.	.



































NW_008991904.1	1	3546	0	0	.	.



































NW_008991905.1	1	3546	0	0	.	.



































NW_008991906.1	1	3545	0	0	.	.



































NW_008991907.1	1	3543	0	0	.	.



































NW_008991908.1	1	3542	0	0	.	.



































NW_008991909.1	1	3541	0	0	.	.



































NW_008991910.1	1	3537	0	0	.	.



































NW_008991911.1	1	3535	0	0	.	.



































NW_008991912.1	1	3535	0	0	.	.



































NW_008991913.1	1	3534	0	0	.	.



































NW_008991914.1	1	3533	0	0	.	.



































NW_008991915.1	1	3533	0	0	.	.



































NW_008991916.1	1	3533	0	0	.	.



































NW_008991917.1	1	3532	0	0	.	.



































NW_008991918.1	1	3531	0	0	.	.



































NW_008991919.1	1	3531	0	0	.	.



































NW_008991920.1	1	3530	0	0	.	.



































NW_008991921.1	1	3530	0	0	.	.



































NW_008991922.1	1	3530	4	1	3.0	0.755



































NW_008991923.1	1	3530	0	0	.	.



































NW_008991924.1	1	3528	0	0	.	.



































NW_008991925.1	1	3528	0	0	.	.



































NW_008991926.1	1	3528	0	0	.	.



































NW_008991927.1	1	3528	0	0	.	.



































NW_008991928.1	1	3527	0	0	.	.



































NW_008991929.1	1	3526	0	0	.	.



































NW_008991930.1	1	3526	0	0	.	.



































NW_008991931.1	1	3526	0	0	.	.



































NW_008991932.1	1	3524	0	0	.	.



































NW_008991933.1	1	3524	0	0	.	.



































NW_008991934.1	1	3523	0	0	.	.



































NW_008991935.1	1	3521	0	0	.	.



































NW_008991936.1	1	3519	0	0	.	.



































NW_008991937.1	1	3519	7	4	3.0	1.727



































NW_008991938.1	1	3519	0	0	.	.



































NW_008991939.1	1	3518	0	0	.	.



































NW_008991940.1	1	3518	1	0	3.0	0.0



































NW_008991941.1	1	3517	0	0	.	.



































NW_008991942.1	1	3515	0	0	.	.



































NW_008991943.1	1	3513	0	5	.	.



































NW_008991944.1	1	3513	0	0	.	.



































NW_008991945.1	1	3512	0	0	.	.



































NW_008991946.1	1	3512	0	0	.	.



































NW_008991947.1	1	3511	5	2	3.0	1.209



































NW_008991948.1	1	3511	0	0	.	.



































NW_008991949.1	1	3511	0	0	.	.



































NW_008991950.1	1	3510	0	0	.	.



































NW_008991951.1	1	3510	0	0	.	.



































NW_008991952.1	1	3509	0	0	.	.



































NW_008991953.1	1	3508	0	0	.	.



































NW_008991954.1	1	3506	0	0	.	.



































NW_008991955.1	1	3504	0	0	.	.



































NW_008991956.1	1	3504	0	2	.	.



































NW_008991957.1	1	3501	0	0	.	.



































NW_008991958.1	1	3501	0	0	.	.



































NW_008991959.1	1	3500	0	0	.	.



































NW_008991960.1	1	3500	0	0	.	.



































NW_008991961.1	1	3499	0	0	.	.



































NW_008991962.1	1	3497	0	1	.	.



































NW_008991963.1	1	3497	0	0	.	.



































NW_008991964.1	1	3494	1	1	3.0	3.022



































NW_008991965.1	1	3494	0	0	.	.



































NW_008991966.1	1	3493	0	1	.	.



































NW_008991967.1	1	3492	0	0	.	.



































NW_008991968.1	1	3491	0	0	.	.



































NW_008991969.1	1	3488	0	0	.	.



































NW_008991970.1	1	3487	0	0	.	.



































NW_008991971.1	1	3487	0	0	.	.



































NW_008991972.1	1	3487	0	0	.	.



































NW_008991973.1	1	3485	0	0	.	.



































NW_008991974.1	1	3485	0	0	.	.



































NW_008991975.1	1	3485	0	0	.	.



































NW_008991976.1	1	3484	0	0	.	.



































NW_008991977.1	1	3484	0	0	.	.



































NW_008991978.1	1	3484	0	0	.	.



































NW_008991979.1	1	3484	0	0	.	.



































NW_008991980.1	1	3484	0	0	.	.



































NW_008991981.1	1	3483	1	0	3.0	0.0



































NW_008991982.1	1	3481	0	0	.	.



































NW_008991983.1	1	3480	0	0	.	.



































NW_008991984.1	1	3480	0	0	.	.



































NW_008991985.1	1	3479	0	0	.	.



































NW_008991986.1	1	3478	0	0	.	.



































NW_008991987.1	1	3478	0	0	.	.



































NW_008991988.1	1	3477	0	0	.	.



































NW_008991989.1	1	3475	0	0	.	.



































NW_008991990.1	1	3475	0	0	.	.



































NW_008991991.1	1	3475	0	0	.	.



































NW_008991992.1	1	3475	0	0	.	.



































NW_008991993.1	1	3473	0	0	.	.



































NW_008991994.1	1	3472	3	0	3.0	0.0



































NW_008991995.1	1	3468	0	0	.	.



































NW_008991996.1	1	3468	0	0	.	.



































NW_008991997.1	1	3468	0	0	.	.



































NW_008991998.1	1	3467	0	0	.	.



































NW_008991999.1	1	3467	0	0	.	.



































NW_008992000.1	1	3466	0	0	.	.



































NW_008992001.1	1	3466	0	0	.	.



































NW_008992002.1	1	3465	0	0	.	.



































NW_008992003.1	1	3462	0	0	.	.



































NW_008992004.1	1	3462	0	0	.	.



































NW_008992005.1	1	3461	0	0	.	.



































NW_008992006.1	1	3456	0	0	.	.



































NW_008992007.1	1	3455	0	0	.	.



































NW_008992008.1	1	3455	0	0	.	.



































NW_008992009.1	1	3455	0	0	.	.



































NW_008992010.1	1	3454	0	0	.	.



































NW_008992011.1	1	3453	0	0	.	.



































NW_008992012.1	1	3453	0	0	.	.



































NW_008992013.1	1	3452	1	0	3.0	0.0



































NW_008992014.1	1	3452	25	3	3.0	0.363



































NW_008992015.1	1	3452	0	0	.	.
































